gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_5407	1983967	1984221	jgi.p|Ophnu1|1983967	Ophnu1	OphioH327chr_4	2595109	2596338	-	prediction	33452	4	GO:0004289; GO:0006508; GO:0042802; GO:0043086	identical protein binding; negative regulation of catalytic activity; proteolysis; subtilase activity	biological_process; molecular_function	1	3.4.21.63	Oryzin.	Hydrolysis of proteins with broad specificity, and of BZ-Arg-OET > Ac-Tyr-OET. Does not hydrolyse peptide amides.	\N	\N	\N	\N	\N	yes	yes
gene_5408	1983968	1984222	jgi.p|Ophnu1|1983968	Ophnu1	OphioH327chr_4	2600207	2603071	+	prediction	33456	6	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_5409	1983969	1984223	jgi.p|Ophnu1|1983969	Ophnu1	OphioH327chr_4	2605629	2606690	+	prediction	33464	0				0									no	no
gene_5410	1983970	1984224	jgi.p|Ophnu1|1983970	Ophnu1	OphioH327chr_4	2613556	2616702	+	prediction	33470	0				0									no	no
gene_5411	1983971	1984225	jgi.p|Ophnu1|1983971	Ophnu1	OphioH327chr_4	2618604	2619482	-	prediction	33480	0				0									no	no
gene_5412	1983972	1984226	jgi.p|Ophnu1|1983972	Ophnu1	OphioH327chr_4	2622745	2623745	+	prediction	33486	3	GO:0003735; GO:0006412; GO:0015934	large ribosomal subunit; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_5413	1983973	1984227	jgi.p|Ophnu1|1983973	Ophnu1	OphioH327chr_4	2624504	2627430	+	prediction	33492	3	GO:0005515; GO:0007154; GO:0035091	cell communication; phosphoinositide binding; protein binding	biological_process; molecular_function	0									yes	no
gene_5414	1983974	1984228	jgi.p|Ophnu1|1983974	Ophnu1	OphioH327chr_4	2628802	2633732	+	prediction	33498	0				0									no	no
gene_5415	1983975	1984229	jgi.p|Ophnu1|1983975	Ophnu1	OphioH327chr_4	2634372	2634797	-	prediction	33510	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_5416	1983976	1984230	jgi.p|Ophnu1|1983976	Ophnu1	OphioH327chr_4	2635505	2639089	-	prediction	33516	0				0									no	no
gene_5417	1983977	1984231	jgi.p|Ophnu1|1983977	Ophnu1	OphioH327chr_4	2641785	2642801	-	prediction	33520	0				0									no	no
gene_5418	1983978	1984232	jgi.p|Ophnu1|1983978	Ophnu1	OphioH327chr_4	2644983	2645765	+	prediction	33524	0				0									no	no
gene_5419	1983979	1984233	jgi.p|Ophnu1|1983979	Ophnu1	OphioH327chr_4	2646161	2647189	+	prediction	33528	0				0									no	no
gene_5420	1983980	1984234	jgi.p|Ophnu1|1983980	Ophnu1	OphioH327chr_4	2647990	2649687	+	prediction	33532	2	GO:0003676; GO:0008270	nucleic acid binding; zinc ion binding	molecular_function	0									yes	no
gene_5421	1983981	1984235	jgi.p|Ophnu1|1983981	Ophnu1	OphioH327chr_4	2650035	2651057	-	prediction	33536	0				0									no	no
gene_5422	1983982	1984236	jgi.p|Ophnu1|1983982	Ophnu1	OphioH327chr_4	2652402	2653197	+	prediction	33540	1	GO:0008810	cellulase activity	molecular_function	1	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	yes	yes
gene_5423	1983983	1984237	jgi.p|Ophnu1|1983983	Ophnu1	OphioH327chr_4	2654432	2655889	-	prediction	33548	1	GO:0016747	transferase activity, transferring groups other than amino-acyl groups	molecular_function	0									yes	no
gene_5424	1983984	1984238	jgi.p|Ophnu1|1983984	Ophnu1	OphioH327chr_4	2663847	2665427	+	prediction	33552	1	GO:0033164	glycolipid 6-alpha-mannosyltransferase activity	molecular_function	0									yes	no
gene_5425	1983985	1984239	jgi.p|Ophnu1|1983985	Ophnu1	OphioH327chr_4	2667372	2668658	+	prediction	33556	2	GO:0003676; GO:0008270	nucleic acid binding; zinc ion binding	molecular_function	0									yes	no
gene_5426	1983986	1984240	jgi.p|Ophnu1|1983986	Ophnu1	OphioH327chr_4	2669434	2670096	+	prediction	33560	0				0									no	no
gene_5427	1983987	1984241	jgi.p|Ophnu1|1983987	Ophnu1	OphioH327chr_4	2670227	2671282	-	prediction	33564	0				0									no	no
gene_5428	1983988	1984242	jgi.p|Ophnu1|1983988	Ophnu1	OphioH327chr_4	2675146	2675595	+	prediction	33568	1	GO:0003756	protein disulfide isomerase activity	molecular_function	1	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.	\N	\N	\N	\N	\N	yes	yes
gene_5429	1983989	1984243	jgi.p|Ophnu1|1983989	Ophnu1	OphioH327chr_4	2675823	2680562	-	prediction	33572	0				0									no	no
gene_5430	1983990	1984244	jgi.p|Ophnu1|1983990	Ophnu1	OphioH327chr_4	2684103	2684494	+	prediction	33582	0				0									no	no
gene_5431	1983991	1984245	jgi.p|Ophnu1|1983991	Ophnu1	OphioH327chr_4	2684668	2686709	-	prediction	33588	3	GO:0006865; GO:0015171; GO:0016020	amino acid transmembrane transporter activity; amino acid transport; membrane	biological_process; cellular_component; molecular_function	0									yes	no
gene_5432	1983992	1984246	jgi.p|Ophnu1|1983992	Ophnu1	OphioH327chr_4	2688296	2689825	+	prediction	33602	1	GO:0016491	oxidoreductase activity	molecular_function	0									yes	no
gene_5433	1983993	1984247	jgi.p|Ophnu1|1983993	Ophnu1	OphioH327chr_4	2691294	2693650	-	prediction	33606	0				0									no	no
gene_5434	1983994	1984248	jgi.p|Ophnu1|1983994	Ophnu1	OphioH327chr_4	2697382	2698690	-	prediction	33612	0				0									no	no
gene_5435	1983995	1984249	jgi.p|Ophnu1|1983995	Ophnu1	OphioH327chr_4	2699034	2700818	-	prediction	33618	0				0									no	no
gene_5436	1983996	1984250	jgi.p|Ophnu1|1983996	Ophnu1	OphioH327chr_4	2702146	2702502	-	prediction	33622	0				0									no	no
gene_5437	1983997	1984251	jgi.p|Ophnu1|1983997	Ophnu1	OphioH327chr_4	2704760	2705650	+	prediction	33626	0				0									no	no
gene_5438	1983998	1984252	jgi.p|Ophnu1|1983998	Ophnu1	OphioH327chr_4	2705713	2706678	-	prediction	33632	0				0									no	no
gene_5439	1983999	1984253	jgi.p|Ophnu1|1983999	Ophnu1	OphioH327chr_4	2707185	2708126	+	prediction	33636	2	GO:0005576; GO:0046555	acetylxylan esterase activity; extracellular region	cellular_component; molecular_function	1	3.1.1.72	Acetylxylan esterase.	Deacetylation of xylans and xylo-oligosaccharides.	\N	\N	\N	\N	\N	yes	yes
gene_5440	1984000	1984254	jgi.p|Ophnu1|1984000	Ophnu1	OphioH327chr_4	2708227	2708664	-	prediction	33640	0				0									no	no
gene_5441	1984001	1984255	jgi.p|Ophnu1|1984001	Ophnu1	OphioH327chr_4	2709031	2710524	-	prediction	33644	0				0									no	no
gene_5442	1984002	1984256	jgi.p|Ophnu1|1984002	Ophnu1	OphioH327chr_4	2711633	2713057	+	prediction	33648	0				0									no	no
gene_5443	1984003	1984257	jgi.p|Ophnu1|1984003	Ophnu1	OphioH327chr_4	2713198	2714364	-	prediction	33652	3	GO:0004553; GO:0005975; GO:0008810	carbohydrate metabolic process; cellulase activity; hydrolase activity, hydrolyzing O-glycosyl compounds	biological_process; molecular_function	1	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	yes	yes
gene_5444	1984004	1984258	jgi.p|Ophnu1|1984004	Ophnu1	OphioH327chr_4	2716180	2716869	+	prediction	33660	3	GO:0003702; GO:0005634; GO:0006352	nucleus; RNA polymerase II transcription factor activity; transcription initiation	biological_process; cellular_component; molecular_function	0									yes	no
gene_5445	1984005	1984259	jgi.p|Ophnu1|1984005	Ophnu1	OphioH327chr_4	2717329	2717791	-	prediction	33664	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_5446	1984006	1984260	jgi.p|Ophnu1|1984006	Ophnu1	OphioH327chr_4	2718009	2719013	-	prediction	33674	0				0									no	no
gene_5447	1984007	1984261	jgi.p|Ophnu1|1984007	Ophnu1	OphioH327chr_4	2719341	2720729	-	prediction	33678	3	GO:0005515; GO:0005680; GO:0030071	anaphase-promoting complex; protein binding; regulation of mitotic metaphase/anaphase transition	biological_process; cellular_component; molecular_function	0									yes	no
gene_5448	1984008	1984262	jgi.p|Ophnu1|1984008	Ophnu1	OphioH327chr_4	2721070	2723536	+	prediction	33684	7	GO:0004519; GO:0004527; GO:0005634; GO:0006259; GO:0006302; GO:0016787; GO:0030145	DNA metabolic process; double-strand break repair; endonuclease activity; exonuclease activity; hydrolase activity; manganese ion binding; nucleus	biological_process; cellular_component; molecular_function	0									yes	no
gene_5449	1984009	1984263	jgi.p|Ophnu1|1984009	Ophnu1	OphioH327chr_4	2724155	2725852	+	prediction	33690	2	GO:0003677; GO:0008270	DNA binding; zinc ion binding	molecular_function	0									yes	no
gene_5450	1984010	1984264	jgi.p|Ophnu1|1984010	Ophnu1	OphioH327chr_4	2726069	2726767	-	prediction	33696	0				0									no	no
gene_5451	1984011	1984265	jgi.p|Ophnu1|1984011	Ophnu1	OphioH327chr_4	2729466	2730179	+	prediction	33700	0				0									no	no
gene_5452	1984012	1984266	jgi.p|Ophnu1|1984012	Ophnu1	OphioH327chr_4	2731380	2734103	-	prediction	33704	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	nucleus; regulation of transcription, DNA-dependent; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_5453	1984013	1984267	jgi.p|Ophnu1|1984013	Ophnu1	OphioH327chr_4	2736656	2737162	-	prediction	33708	0				0									no	no
gene_5454	1984014	1984268	jgi.p|Ophnu1|1984014	Ophnu1	OphioH327chr_4	2738394	2740655	-	prediction	33712	0				0									no	no
gene_5455	1984015	1984269	jgi.p|Ophnu1|1984015	Ophnu1	OphioH327chr_4	2741468	2742473	+	prediction	33716	1	GO:0016021	integral to membrane	cellular_component	0									yes	no
gene_5456	1984016	1984270	jgi.p|Ophnu1|1984016	Ophnu1	OphioH327chr_4	2743599	2745446	+	prediction	33724	6	GO:0004725; GO:0004727; GO:0006470; GO:0008138; GO:0016311; GO:0016791	dephosphorylation; phosphoric monoester hydrolase activity; prenylated protein tyrosine phosphatase activity; protein amino acid dephosphorylation; protein tyrosine phosphatase activity; protein tyrosine/serine/threonine phosphatase activity	biological_process; molecular_function	1	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N	yes	yes
gene_5457	1984017	1984271	jgi.p|Ophnu1|1984017	Ophnu1	OphioH327chr_4	2746874	2747374	+	prediction	33728	0				0									no	no
gene_5458	1984018	1984272	jgi.p|Ophnu1|1984018	Ophnu1	OphioH327chr_4	2747944	2750730	+	prediction	33734	0				0									no	no
gene_5459	1984019	1984273	jgi.p|Ophnu1|1984019	Ophnu1	OphioH327chr_4	2750905	2751555	-	prediction	33738	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_5460	1984020	1984274	jgi.p|Ophnu1|1984020	Ophnu1	OphioH327chr_4	2752312	2755187	+	prediction	33742	1	GO:0006397	mRNA processing	biological_process	0									yes	no
gene_5461	1984021	1984275	jgi.p|Ophnu1|1984021	Ophnu1	OphioH327chr_4	2755705	2756541	+	prediction	33750	3	GO:0003824; GO:0004300; GO:0008152	catalytic activity; enoyl-CoA hydratase activity; metabolic process	biological_process; molecular_function	9	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Benzoate degradation via CoA ligation; beta-Alanine metabolism; Butanoate metabolism; Fatty acid biosynthesis (path 2); Fatty acid metabolism; Lysine degradation; Propanoate metabolism; Tryptophan metabolism; Valine, leucine and isoleucine degradation	Amino Acid Metabolism; Biodegradation of Xenobiotics; Carbohydrate Metabolism; Lipid Metabolism; Metabolism of Other Amino Acids	METABOLIC	yes	yes
gene_5462	1984022	1984276	jgi.p|Ophnu1|1984022	Ophnu1	OphioH327chr_4	2757382	2758270	+	prediction	33754	7	GO:0000151; GO:0004842; GO:0016567; GO:0051438; GO:0051440; GO:0051443; GO:0051444	negative regulation of ubiquitin-protein ligase activity; positive regulation of ubiquitin-protein ligase activity; protein ubiquitination; regulation of ubiquitin-protein ligase activity; regulation of ubiquitin-protein ligase activity during meiotic cell cycle; ubiquitin ligase complex; ubiquitin-protein ligase activity	biological_process; cellular_component; molecular_function	1	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	yes	yes
gene_5463	1984023	1984277	jgi.p|Ophnu1|1984023	Ophnu1	OphioH327chr_4	2758516	2760141	-	prediction	33760	2	GO:0005525; GO:0007264	GTP binding; small GTPase mediated signal transduction	biological_process; molecular_function	0									yes	no
gene_5464	1984024	1984278	jgi.p|Ophnu1|1984024	Ophnu1	OphioH327chr_4	2761252	2763690	-	prediction	33764	0				0									no	no
gene_5465	1984025	1984279	jgi.p|Ophnu1|1984025	Ophnu1	OphioH327chr_4	2767268	2769151	+	prediction	33768	1	GO:0047173	phosphatidylcholine-retinol O-acyltransferase activity	molecular_function	1	2.3.1.135	Phosphatidylcholine--retinol O-acyltransferase.	Phosphatidylcholine + retinol-[cellular-retinol-binding-protein] = 2-acylglycerophosphocholine + retinyl-ester-[cellular-retinol-binding- protein].	\N	\N	\N	\N	\N	yes	yes
gene_5466	1984026	1984280	jgi.p|Ophnu1|1984026	Ophnu1	OphioH327chr_4	2770011	2770281	+	prediction	33772	0				0									no	no
gene_5467	1984027	1984281	jgi.p|Ophnu1|1984027	Ophnu1	OphioH327chr_4	2772492	2776586	+	prediction	33778	6	GO:0003824; GO:0004043; GO:0005949; GO:0008152; GO:0016491; GO:0031177	aminoadipate-semialdehyde dehydrogenase complex; catalytic activity; L-aminoadipate-semialdehyde dehydrogenase activity; metabolic process; oxidoreductase activity; phosphopantetheine binding	biological_process; cellular_component; molecular_function	2	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine biosynthesis; Lysine degradation	Amino Acid Metabolism	METABOLIC	yes	yes
gene_5468	1984028	1984282	jgi.p|Ophnu1|1984028	Ophnu1	OphioH327chr_4	2777527	2778954	-	prediction	33782	6	GO:0005737; GO:0006569; GO:0008152; GO:0009435; GO:0030170; GO:0030429	cytoplasm; kynureninase activity; metabolic process; NAD biosynthetic process; pyridoxal phosphate binding; tryptophan catabolic process	biological_process; cellular_component; molecular_function	1	3.7.1.3	Kynureninase.	L-kynurenine + H(2)O = anthranilate + L-alanine.	Pyridoxal-phosphate.	Xanthurenicaciduria; MIM:278600.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC	yes	yes
gene_5469	1984029	1984283	jgi.p|Ophnu1|1984029	Ophnu1	OphioH327chr_4	2780707	2782032	+	prediction	33786	2	GO:0020037; GO:0033754	heme binding; indoleamine 2,3-dioxygenase activity	molecular_function	0									yes	no
gene_5470	1984030	1984284	jgi.p|Ophnu1|1984030	Ophnu1	OphioH327chr_4	2782839	2783391	-	prediction	33790	1	GO:0031072	heat shock protein binding	molecular_function	0									yes	no
gene_5471	1984031	1984285	jgi.p|Ophnu1|1984031	Ophnu1	OphioH327chr_4	2786958	2787311	-	prediction	33796	0				0									no	no
gene_5472	1984032	1984286	jgi.p|Ophnu1|1984032	Ophnu1	OphioH327chr_4	2788085	2791420	-	prediction	33800	2	GO:0004289; GO:0006508	proteolysis; subtilase activity	biological_process; molecular_function	0									yes	no
gene_5473	1984033	1984287	jgi.p|Ophnu1|1984033	Ophnu1	OphioH327chr_4	2791800	2793397	+	prediction	33808	0				0									no	no
gene_5474	1984034	1984288	jgi.p|Ophnu1|1984034	Ophnu1	OphioH327chr_4	2793888	2801727	+	prediction	33814	0				0									no	no
gene_5475	1984035	1984289	jgi.p|Ophnu1|1984035	Ophnu1	OphioH327chr_4	2802178	2803408	-	prediction	33828	0				0									no	no
gene_5476	1984036	1984290	jgi.p|Ophnu1|1984036	Ophnu1	OphioH327chr_4	2805405	2806434	+	prediction	33836	0				0									no	no
gene_5477	1984037	1984291	jgi.p|Ophnu1|1984037	Ophnu1	OphioH327chr_4	2806630	2807742	-	prediction	33842	1	GO:0003960	NADPH:quinone reductase activity	molecular_function	1	1.6.5.5	NADPH:quinone reductase.	NADPH + quinone = NADP(+) + semiquinone.	Zinc.	\N	\N	\N	\N	yes	yes
gene_5478	1984038	1984292	jgi.p|Ophnu1|1984038	Ophnu1	OphioH327chr_4	2808443	2811025	-	prediction	33846	0				0									no	no
gene_5479	1984039	1984293	jgi.p|Ophnu1|1984039	Ophnu1	OphioH327chr_4	2813588	2814325	+	prediction	33854	0				0									no	no
gene_5480	1984040	1984294	jgi.p|Ophnu1|1984040	Ophnu1	OphioH327chr_4	2814580	2815923	-	prediction	33858	0				0									no	no
gene_5481	1984041	1984295	jgi.p|Ophnu1|1984041	Ophnu1	OphioH327chr_4	2817459	2818679	-	prediction	33862	5	GO:0004497; GO:0005506; GO:0006118; GO:0018664; GO:0020037	benzoate 4-monooxygenase activity; electron transport; heme binding; iron ion binding; monooxygenase activity	biological_process; molecular_function	1	1.14.13.12	Benzoate 4-monooxygenase.	Benzoate + NADPH + O(2) = 4-hydroxybenzoate + NADP(+) + H(2)O.	Iron; Tetrahydropteridine.	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	yes	yes
gene_5482	1984042	1984296	jgi.p|Ophnu1|1984042	Ophnu1	OphioH327chr_4	2820088	2820786	+	prediction	33866	0				0									no	no
gene_5483	1984043	1984297	jgi.p|Ophnu1|1984043	Ophnu1	OphioH327chr_4	2820975	2822382	-	prediction	33870	0				0									no	no
gene_5484	1984044	1984298	jgi.p|Ophnu1|1984044	Ophnu1	OphioH327chr_4	2823728	2824755	+	prediction	33876	0				0									no	no
gene_5485	1984045	1984299	jgi.p|Ophnu1|1984045	Ophnu1	OphioH327chr_4	2825364	2826554	-	prediction	33882	5	GO:0003824; GO:0008152; GO:0008926; GO:0016491; GO:0050662	catalytic activity; coenzyme binding; mannitol-1-phosphate 5-dehydrogenase activity; metabolic process; oxidoreductase activity	biological_process; molecular_function	1	1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase.	D-mannitol 1-phosphate + NAD(+) = D-fructose 6-phosphate + NADH.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	yes	yes
gene_5486	1984046	1984300	jgi.p|Ophnu1|1984046	Ophnu1	OphioH327chr_4	2832603	2833666	+	prediction	33886	0				0									no	no
gene_5487	1984047	1984301	jgi.p|Ophnu1|1984047	Ophnu1	OphioH327chr_4	2833871	2835705	-	prediction	33896	0				0									no	no
gene_5488	1984048	1984302	jgi.p|Ophnu1|1984048	Ophnu1	OphioH327chr_4	2836543	2839123	+	prediction	33902	0				0									no	no
gene_5489	1984049	1984303	jgi.p|Ophnu1|1984049	Ophnu1	OphioH327chr_4	2839727	2842927	-	prediction	33908	0				0									no	no
gene_5490	1984050	1984304	jgi.p|Ophnu1|1984050	Ophnu1	OphioH327chr_4	2844853	2845370	+	prediction	33920	0				0									no	no
gene_5491	1984051	1984305	jgi.p|Ophnu1|1984051	Ophnu1	OphioH327chr_4	2845714	2850869	-	prediction	33926	3	GO:0005488; GO:0005515; GO:0008270	binding; protein binding; zinc ion binding	molecular_function	0									yes	no
